eventId,timestamp,action,outcome,actor,target,sourceIp,correlationId,context
"99b7eee3-702d-4be6-81a2-0772cc49a5d2","2026-08-22T07:31:23.741Z","auth.login","success","developer3@kairali.com","","::1","204db32f-a01b-482a-8b1e-960d5f05e966","{}"
"bf9ee727-ddc2-44c4-afd6-18caf80a5c6d","2026-08-22T07:32:21.891Z","auth.logout","success","developer3@kairali.com","","::1","ae2ba24c-aa29-4a5e-892c-0aa0cf30e343","{""sessionRevoked"":true}"
"99a53742-e6fe-467a-a044-06a369d14472","2026-08-22T07:32:21.988Z","page.access_denied","denied","","/dashboard","::1","98a090b5-475b-42c5-ad53-69a0ce0fa40c","{""reason"":""missing_session""}"
"27c44024-9eae-42db-a69b-0170ab5a4064","2026-08-22T07:32:48.902Z","auth.login.device_limit_exceeded","denied","mkt@ktahv.com","","::1","8ae821e6-e57e-4b6c-9233-69a5c97d7308","{""registeredCount"":2}"
"0dead0d5-9642-4eaa-927c-fedea64e6784","2026-08-22T07:33:38.596Z","auth.login","success","developer3@kairali.com","","::1","b23dd3b2-8fe0-46fa-b18e-7531853554c5","{}"
"c29a1911-983f-4730-88dc-a218ee53fecf","2026-08-24T04:32:48.758Z","auth.login","success","developer3@kairali.com","","::1","1c6d4627-afb4-4014-b020-97dded4237e2","{}"
"79514999-a283-462c-9a96-dd6a43b96def","2026-08-24T04:33:18.362Z","auth.login","success","developer3@kairali.com","","::1","5a7d2490-b2b6-4237-a86c-74166eae6cae","{}"
"195c0a38-99b6-4d61-96c4-568fc4793bc4","2026-08-24T04:33:22.634Z","auth.logout","success","developer3@kairali.com","","::1","b07eded9-9199-409b-8a13-3c3f052b6b00","{""sessionRevoked"":true}"
"abe5951f-fe9b-496d-b42d-a0fda8fa53ac","2026-08-24T04:33:26.975Z","auth.login","success","developer3@kairali.com","","::1","c6b5fd66-ab4f-44d6-8932-2bb782be064a","{}"
"3500b727-5323-49c2-ac83-24e5caa51ddf","2026-08-24T04:34:19.741Z","auth.logout","success","developer3@kairali.com","","::1","c7e8abff-f524-4700-ac22-f81c3d1d9640","{""sessionRevoked"":true}"
"e52755d7-607d-4d29-b93f-d5e346c71c89","2026-08-24T04:34:21.150Z","api.access_denied","denied","","/api/auth/me","::1","cb5a7257-4f4d-42fe-8b18-0bbdcdbc2389","{""reason"":""missing_session""}"
"ddaf3892-27ee-46d6-9357-ad8a9a08a7ea","2026-08-24T04:34:21.169Z","api.access_denied","denied","","/api/auth/me","::1","c27088c4-f49d-4d88-9cf6-054e567b7259","{""reason"":""missing_session""}"
"d0478121-4e4a-4fdf-88af-695691981d2f","2026-08-24T04:35:22.774Z","auth.login","success","developer3@kairali.com","","::1","51788cf9-9795-4e6a-aee3-19258f9ed5de","{}"
"f60c47db-dc8f-4abe-88e0-c66975a58319","2026-08-24T08:24:42.817Z","auth.logout","success","developer3@kairali.com","","::1","cb808685-8074-489c-b15e-dc201ceb92a9","{""sessionRevoked"":true}"
"52a6c1f3-2a90-4f59-b0eb-4a2ccdaea44b","2026-08-24T08:25:05.577Z","auth.login","success","doctor@ktahv.com","","::1","671959f0-12dc-4dfb-8008-0f035d77b20e","{}"
"426deeac-e83f-4a1d-bc7f-df9cfa2fcfb3","2026-08-24T08:25:41.233Z","auth.logout","success","doctor@ktahv.com","","::1","f92db6ae-294d-4508-9a4d-8e3610494626","{""sessionRevoked"":true}"
"279f54ee-853a-494e-9f3b-9949ee192442","2026-08-24T08:25:41.542Z","api.access_denied","denied","","/api/auth/me","::1","ba530ecc-7a91-48a6-83fb-8963b134a847","{""reason"":""missing_session""}"
"35b5fb61-31de-442d-b96b-17f3798cc5c5","2026-08-24T08:25:41.547Z","api.access_denied","denied","","/api/auth/me","::1","b9ff5032-9cd9-4e30-98b8-d32814dab80b","{""reason"":""missing_session""}"
"2a966de0-f4da-4111-b68a-d2792c16011c","2026-08-24T08:25:43.830Z","api.access_denied","denied","","/api/auth/me","::1","72ccc675-3a9b-44fe-b180-6f99e16b54a3","{""reason"":""missing_session""}"
"98d34fdd-d627-413c-9b02-24daecd554d2","2026-08-24T08:25:43.834Z","api.access_denied","denied","","/api/auth/me","::1","6470f905-6a02-45b1-80f8-b4342b3ec4b6","{""reason"":""missing_session""}"
"7b515b1a-f456-43fc-9ae7-ba165432c26a","2026-08-24T08:25:48.721Z","auth.login","success","doctor@ktahv.com","","::1","74e758ca-4416-492e-b91a-97e4703cab07","{}"
"e53efd1e-a181-4a72-a983-67e68d958277","2026-08-24T08:25:52.023Z","auth.logout","success","doctor@ktahv.com","","::1","6a5599ab-5752-4780-ba2a-b5d5f30a70c5","{""sessionRevoked"":true}"
"bb439f9f-e728-412b-9da3-7795bb18c864","2026-08-24T08:25:57.983Z","auth.login","success","developer3@kairali.com","","::1","46fbbd90-e969-4b99-9ea2-5e496e5abd77","{}"
"9b5a5482-1330-4939-89f0-bcabfa8af55a","2026-08-24T10:27:21.170Z","auth.logout","success","developer3@kairali.com","","::1","03e884ac-d6ac-4e47-aa05-c11f67950f10","{""sessionRevoked"":true}"
"aeb5b241-f508-4206-b7e7-72c13f307607","2026-08-24T10:27:25.326Z","api.access_denied","denied","","/api/auth/me","::1","7921e810-ebfb-4f4e-9a5f-4291941928e2","{""reason"":""missing_session""}"
"b534b52e-284f-4768-a16f-29d315e8d7b9","2026-08-24T10:27:32.487Z","auth.login","failure","developer3@kairali.com","","::1","167bac25-03c5-49ac-b9b1-e181188cceba","{""reason"":""invalid_credentials""}"
"6817d6f4-c44c-45aa-8d75-45cc41ec6b62","2026-08-24T10:27:37.959Z","auth.login","success","developer3@kairali.com","","::1","5a0ed7cc-0c4a-4b82-8f63-c460f43cf9f9","{}"
"dce9f4de-e94d-4ac3-82b3-9a4e18fc52e9","2026-08-24T11:18:37.366Z","api.access_denied","denied","","/api/fms/enquiry-reverification","::1","52980b1c-1cac-471b-a6fd-18c0840f49d3","{""reason"":""missing_session""}"
"322842e6-8775-4a10-a258-899ce0907685","2026-09-05T11:43:45.473Z","page.access_denied","denied","","/sales/reports","::1","55b4d730-604f-45df-b65d-fb06ff5fc848","{""reason"":""missing_session""}"
"9db53132-6564-4ac8-a9a9-8984d0b4ad8a","2026-09-05T11:44:51.630Z","api.access_denied","denied","","/api/dialshree/sent","::1","6e42f14e-e20c-413f-97e7-fc0c37fd583d","{""reason"":""missing_session""}"
"f72850ec-5496-49b7-a7c2-d0f94020a200","2026-09-05T11:45:41.418Z","page.access_denied","denied","","/sales/reports","::1","f45f1397-f5b5-448b-aca4-02c4c64da686","{""reason"":""missing_session""}"
"de8e68cf-5758-46e7-83e4-4b5d1ed3d68c","2026-09-05T12:00:52.858Z","api.access_denied","denied","","/api/dialshree/sent","::1","bb0325b7-cfaf-4d69-bf94-7380f0112a13","{""reason"":""missing_session""}"
"751932d0-1077-49ed-a141-3ab522b13d75","2026-09-05T16:22:02.590Z","page.access_denied","denied","","/new-order-fms/primary-order-form/app/index.html","::1","034b9013-bd5a-4ef4-b02d-da9c69be0408","{""reason"":""missing_session""}"
"309499ed-9e9d-48b7-8937-bad9f467477b","2026-09-05T16:28:04.283Z","order_form.getUsers","success","developer3@kairali.com","","::1","cf651092-885c-425f-8331-6a9da321ee9e","{""role"":""super_admin"",""durationMs"":1972,""errorCode"":null}"
"599d10ba-8b8a-4e36-a7c2-1eeca39ad299","2026-09-05T16:28:13.365Z","order_form.getProducts","success","developer3@kairali.com","","::1","47a43729-417c-4332-a143-5fda61d7e4b8","{""role"":""super_admin"",""durationMs"":11081,""errorCode"":null}"
"6c74a074-bf41-43d9-8da2-8ceaa229b43b","2026-09-05T16:28:20.883Z","order_form.syncProducts","success","developer3@kairali.com","","::1","b5ea90dc-78cd-4436-94f5-56fec4fa34a8","{""role"":""super_admin"",""durationMs"":2551,""errorCode"":null}"
"7aa98433-252f-4336-bf80-8b9da5da9060","2026-09-05T17:04:28.418Z","order_form.getUsers","success","developer3@kairali.com","","::1","ae50609b-3027-4ac8-8bdb-d97be2bbf385","{""role"":""super_admin"",""durationMs"":1712,""errorCode"":null}"
"18b84a80-275d-4ed7-8fb5-40a812a6aacd","2026-09-05T17:04:29.101Z","order_form.getProducts","success","developer3@kairali.com","","::1","1b4f7e0d-3efd-4d33-89cc-e83473fec931","{""role"":""super_admin"",""durationMs"":2407,""errorCode"":null}"
"9ff3a83f-2539-4c83-a136-e12dd30590cd","2026-09-05T17:15:42.570Z","order_form.getUsers","success","developer3@kairali.com","","::1","13ba2cf4-85d5-4059-b25a-e110bc5eaa80","{""role"":""super_admin"",""durationMs"":1722,""errorCode"":null}"
"9ed2cfa3-92d8-484f-9da6-bfdc7edf1caf","2026-09-05T17:15:45.690Z","order_form.getProducts","success","developer3@kairali.com","","::1","71becebf-32f7-49fe-a9ab-1d28d5ecb474","{""role"":""super_admin"",""durationMs"":4864,""errorCode"":null}"
"7fd3a2da-8ec6-4ace-b854-41f49562e4cc","2026-09-05T17:16:23.208Z","order_form.getUsers","success","developer3@kairali.com","","::1","f862fd36-264a-490e-aec5-60238fa63f19","{""role"":""super_admin"",""durationMs"":1295,""errorCode"":null}"
"0a555cf6-fc97-41be-ae50-922fae37aa08","2026-09-05T17:16:30.502Z","order_form.getProducts","success","developer3@kairali.com","","::1","1184a64f-5125-4f1d-bb02-8b4b33f9f72f","{""role"":""super_admin"",""durationMs"":8609,""errorCode"":null}"
"be040229-5dec-47f9-b80c-ee2d96025f19","2026-09-08T06:16:33.486Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","9a2b4d44-b67b-4726-a42b-93d2acc0279d","{""reason"":""missing_session""}"
"4218f83e-0af9-4d0c-b0e6-d5c1e3619d69","2026-09-08T06:17:33.256Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","8414e77c-d1aa-4921-810c-69e2844533fa","{""reason"":""missing_session""}"
"042b7c9d-f1a0-4a7b-91e1-a4a94eea328c","2026-09-08T06:18:57.016Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","d2120e41-ba83-4bc0-b2c9-d7dbe0033d9c","{""reason"":""missing_session""}"
"483cbd06-ff67-441c-b1cc-7c31d01ec703","2026-09-08T06:20:22.708Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","69247df3-9683-483e-94e2-6e59b843d04d","{""reason"":""missing_session""}"
"2eba7721-9192-4371-97c4-4de4963fb9ac","2026-09-08T06:21:15.169Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","8fd26fe3-add7-46cc-beed-54ed9162f2c7","{""reason"":""missing_session""}"
"9316c08e-2e70-4cd7-aa1f-785d25e510d4","2026-09-08T06:22:31.864Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","81231bb5-e7ed-400a-b022-b1470e76db44","{""reason"":""missing_session""}"
"51ce1377-218e-497b-b31b-b8d544cf2483","2026-09-08T06:23:24.751Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","1ffc2274-1d9a-496a-b887-cf39caa82dd6","{""reason"":""missing_session""}"
"416550ee-196d-4c75-b86d-6a03806b67f8","2026-09-08T06:24:47.470Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","29750d47-992f-4f38-b9b4-84d84a265455","{""reason"":""missing_session""}"
"d4a9b62d-33ac-4c46-86c4-62e373cb5cab","2026-09-08T06:25:49.667Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","54f085f0-29b8-4221-876a-da7c9d633dcf","{""reason"":""missing_session""}"
"93e96446-514e-4502-a8e3-e248457ebfc5","2026-09-08T06:27:02.205Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","76b16e0a-a208-4d1d-9c13-d35635feabb0","{""reason"":""missing_session""}"
"da41ed6f-7a16-452f-8c9d-c8b70d9881bb","2026-09-08T06:28:06.428Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","8145f6bf-0097-4eda-960d-28a606d74dce","{""reason"":""missing_session""}"
"511bb154-6b20-483e-8ae1-cacf9e3d5539","2026-09-08T06:29:36.206Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","d23e5562-f191-48a0-aad0-9350424719fd","{""reason"":""missing_session""}"
"4e8a2fb9-7f70-4e55-b6c3-ca5459336713","2026-09-08T06:30:57.107Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","91509e89-f166-4190-a164-2065133ed163","{""reason"":""missing_session""}"
"a6111e43-a409-46f6-bebf-32bef2282cab","2026-09-08T06:32:00.428Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","b3a43090-f238-431a-a1c7-ff026ba4bc92","{""reason"":""missing_session""}"
"5aeaff77-bfa7-4ef3-ae0f-62ceca34481a","2026-09-08T06:33:03.907Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","4e20454b-7afa-492f-bbc1-46f84aa02cc6","{""reason"":""missing_session""}"
"2083339a-3386-4cc1-8686-b94bf69095d1","2026-09-08T06:34:06.945Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","439051ef-b801-434b-8814-7c5933315314","{""reason"":""missing_session""}"
"abb1a774-6912-4709-ad7f-01db3a44efc1","2026-09-08T06:35:11.481Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","10dc76df-90f6-4cbf-9415-23e77001111b","{""reason"":""missing_session""}"
"5a6d6b91-7df6-4ea5-8900-342955239e07","2026-09-08T06:36:19.860Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","c31dc4ef-a6f1-4f55-8225-5559eea06be2","{""reason"":""missing_session""}"
"84c7e830-d939-4105-999a-ab83ead9f1ab","2026-09-08T06:37:20.504Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","c45c5a0e-00d9-4919-9cdb-c3b90577c9a4","{""reason"":""missing_session""}"
"4448a1ce-419d-48ab-9b21-2a9dd02795a2","2026-09-08T06:38:35.193Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","4e3d66c7-9907-410a-8673-9da6b81a6674","{""reason"":""missing_session""}"
"bd38c203-d35e-4222-9d6c-8044df52db57","2026-09-08T06:39:56.209Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","55b84f12-497b-41c8-9b3e-af93e33b795a","{""reason"":""missing_session""}"
"3dba39c3-8bb5-420f-95ba-4482187e0caa","2026-09-08T06:41:06.471Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","71135228-c8fd-484c-b066-fb8d1afe98d3","{""reason"":""missing_session""}"
"acd8f30e-64ab-4964-b9f4-956ce13c8307","2026-09-08T06:42:13.161Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","ab841dd9-565d-4254-8938-11c2b8e9fb05","{""reason"":""missing_session""}"
"bd342508-dd1a-4e08-80c3-6287cf522db9","2026-09-08T06:43:36.700Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","bea62dfa-0914-4194-9ebc-6c028c426306","{""reason"":""missing_session""}"
"f2d2e066-f0ba-47d6-9fb6-4127f1a6c403","2026-09-08T06:44:58.463Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","7d11a918-62ea-4024-a60d-c781942a6921","{""reason"":""missing_session""}"
"a57f27ca-d367-45ab-8bf9-1c7e6aac1310","2026-09-08T06:45:56.193Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","a75ea9f0-017f-477c-9d90-7a6e1665debe","{""reason"":""missing_session""}"
"aa9b3969-1a4b-4fdb-9116-5875b6701a64","2026-09-08T06:47:09.632Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","4ef7620f-e747-4581-b414-c4cfb0d002dc","{""reason"":""missing_session""}"
"b95fe1b9-f7cd-4b15-a0f7-5067f8c3ae5c","2026-09-08T06:48:07.767Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","37cce633-0e20-43c0-b993-a5779b01b584","{""reason"":""missing_session""}"
"af4f3cc6-2cdf-4051-8832-366a855cd27d","2026-09-08T06:49:20.495Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","e06336e3-0066-4f6e-916a-fa7cc0779034","{""reason"":""missing_session""}"
"e71b721f-07ef-48cd-bab7-c0793f890764","2026-09-08T06:50:28.140Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","3117d78c-7b9f-49eb-b946-35e873a7e443","{""reason"":""missing_session""}"
"596907a1-8db6-4b48-9b17-a545f0c0405b","2026-09-08T06:51:52.701Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","f78d7311-e93a-412c-8496-c692e5fff070","{""reason"":""missing_session""}"
"942b6724-b93d-4b3a-907c-88c11e7db1d9","2026-09-08T06:53:20.549Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","923b10fe-2712-4116-82b6-6b7da46418c8","{""reason"":""missing_session""}"
"b0f27e2c-330d-4159-92ed-d5daf2e39c94","2026-09-08T06:54:45.117Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","657aa13b-fe84-4377-adef-ba367d022c8a","{""reason"":""missing_session""}"
"e862a267-1b12-4264-8dcc-0d6e76b326c1","2026-09-08T06:56:11.580Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","3b5702ff-a06c-4646-9675-5da649912bb6","{""reason"":""missing_session""}"
"8cd27284-34df-47a4-b994-98534ea4193b","2026-09-08T06:57:24.922Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","0fdb3588-eb52-4c17-9ef5-39d1eab47c6a","{""reason"":""missing_session""}"
"4d351f8d-8346-42bf-b2e3-0264b1203e89","2026-09-08T06:58:26.920Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","f35d3451-3073-4b9f-bced-cf4ee4361ece","{""reason"":""missing_session""}"
"634a07ef-23ac-4564-a09c-1bd20874fed0","2026-09-08T06:59:35.327Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","e1db0762-f4db-4ed8-a3e0-8074654b6023","{""reason"":""missing_session""}"
"15e73237-ea4d-45e5-8b43-0dc94c504ae0","2026-09-08T07:00:39.882Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","66de65d4-97f1-41fc-857e-5f5ea748dde2","{""reason"":""missing_session""}"
"1d8054d1-32ee-470f-bf84-4d5ed860de72","2026-09-08T07:02:04.775Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","47902393-a54f-46cb-aecc-d6fa84fd55d9","{""reason"":""missing_session""}"
"1a3d9171-7ba6-40d2-a290-dd6ecfd6bc9c","2026-09-08T07:03:17.528Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","5de8c9c0-8f90-4014-99ce-4e11f86e7f05","{""reason"":""missing_session""}"
